geolocation_zip_code_prefix,geolocation_state,customer_state,geolocation_lat,geolocation_lng
3671,SP,São Paulo,-23.51713201,-46.50412565
3695,SP,São Paulo,-23.52038161,-46.49821448
3637,SP,São Paulo,-23.5269592,-46.54378199
3615,SP,São Paulo,-23.51944211,-46.52966671
3667,SP,São Paulo,-23.53204714,-46.4968144
3612,SP,São Paulo,-23.5205067,-46.53515188
3650,SP,São Paulo,-23.52642743,-46.520929
3688,SP,São Paulo,-23.52665549,-46.48337092
3649,SP,São Paulo,-23.52495378,-46.52126306
3682,SP,São Paulo,-23.51983255,-46.48133508
3689,SP,São Paulo,-23.52771092,-46.48172832
3633,SP,São Paulo,-23.53175152,-46.54486425
3622,SP,São Paulo,-23.52063953,-46.52037803
3652,SP,São Paulo,-23.51259518,-46.50252839
3611,SP,São Paulo,-23.51896855,-46.53743412
3619,SP,São Paulo,-23.51705356,-46.52256418
3614,SP,São Paulo,-23.52019204,-46.53134974
3664,SP,São Paulo,-23.52519269,-46.49885937
3635,SP,São Paulo,-23.52279088,-46.53604251
3607,SP,São Paulo,-23.52215924,-46.54327315
3640,SP,São Paulo,-23.53043879,-46.53747679
3606,SP,São Paulo,-23.52429,-46.54882
3676,SP,São Paulo,-23.51741951,-46.49340983
3602,SP,São Paulo,-23.52741822,-46.55249306
3657,SP,São Paulo,-23.52641792,-46.50592701
3610,SP,São Paulo,-23.51784189,-46.5394923
3672,SP,São Paulo,-23.51469474,-46.50406295
3687,SP,São Paulo,-23.52708556,-46.48845525
3608,SP,São Paulo,-23.51639273,-46.54256932
3655,SP,São Paulo,-23.5239958,-46.51294319
3656,SP,São Paulo,-23.52514486,-46.5102619
3604,SP,São Paulo,-23.52355323,-46.55054483
3653,SP,São Paulo,-23.51813118,-46.51075834
3601,SP,São Paulo,-23.51455854,-46.52108947
3732,SP,São Paulo,-23.50806929,-46.53315495
3757,SP,São Paulo,-23.50349626,-46.49672238
3704,SP,São Paulo,-23.5078065,-46.5511095
3736,SP,São Paulo,-23.50530855,-46.51473332
3707,SP,São Paulo,-23.50689805,-46.5427277
3731,SP,São Paulo,-23.509756,-46.53370402
3729,SP,São Paulo,-23.50298921,-46.50349977
3734,SP,São Paulo,-23.51123656,-46.52516254
3716,SP,São Paulo,-23.50525056,-46.53434594
3758,SP,São Paulo,-23.50582462,-46.4985724
3733,SP,São Paulo,-23.50914521,-46.53066229
3730,SP,São Paulo,-23.51162862,-46.54118443
3756,SP,São Paulo,-23.50838552,-46.50278051
3737,SP,São Paulo,-23.50698404,-46.5139816
3718,SP,São Paulo,-23.49824519,-46.52937217
3712,SP,São Paulo,-23.51228181,-46.51270622
3717,SP,São Paulo,-23.50303494,-46.53651841
3711,SP,São Paulo,-23.51089628,-46.5428225
3713,SP,São Paulo,-23.51010967,-46.54494337
3720,SP,São Paulo,-23.50134581,-46.5311376
3727,SP,São Paulo,-23.50388031,-46.51518405
3759,SP,São Paulo,-23.50358573,-46.49214315
3735,SP,São Paulo,-23.5115553,-46.52205589
3721,SP,São Paulo,-23.50317938,-46.52404093
3726,SP,São Paulo,-23.50159631,-46.51654694
3715,SP,São Paulo,-23.50597403,-46.53482353
3728,SP,São Paulo,-23.50346941,-46.50901286
3755,SP,São Paulo,-23.50999545,-46.50243381
3725,SP,São Paulo,-23.50123246,-46.51905848
3701,SP,São Paulo,-23.51082058,-46.55086118
3710,SP,São Paulo,-23.51181678,-46.55053195
3702,SP,São Paulo,-23.51674733,-46.54818243
3738,SP,São Paulo,-23.50709419,-46.50903326
3714,SP,São Paulo,-23.50695573,-46.54051457
3739,SP,São Paulo,-23.51413689,-46.54714816
3703,SP,São Paulo,-23.51576297,-46.54874714
3884,SP,São Paulo,-23.51121467,-46.4842121
3822,SP,São Paulo,-23.49664848,-46.49657524
3807,SP,São Paulo,-23.50113548,-46.47243162
3808,SP,São Paulo,-23.4942179,-46.47290329
3891,SP,São Paulo,-23.51362431,-46.48919341
3804,SP,São Paulo,-23.50271592,-46.48299647
3802,SP,São Paulo,-23.50516425,-46.48429049
3873,SP,São Paulo,-23.51208647,-46.49898346
3880,SP,São Paulo,-23.50869471,-46.48672957
3805,SP,São Paulo,-23.50476278,-46.47833267
3821,SP,São Paulo,-23.49517248,-46.50119464
3820,SP,São Paulo,-23.49360109,-46.50247661
3872,SP,São Paulo,-23.51253818,-46.50108112
3887,SP,São Paulo,-23.50999062,-46.47908991
3810,SP,São Paulo,-23.49561368,-46.46853448
3817,SP,São Paulo,-23.493258,-46.4980365
3812,SP,São Paulo,-23.49332598,-46.46865858
3811,SP,São Paulo,-23.49219983,-46.48393286
3818,SP,São Paulo,-23.4981351,-46.49499803
3874,SP,São Paulo,-23.51206295,-46.49633502
3809,SP,São Paulo,-23.48934571,-46.47738071
3801,SP,São Paulo,-23.49778717,-46.49019647
3803,SP,São Paulo,-23.49498118,-46.48538989
3896,SP,São Paulo,-23.51426281,-46.47763591
3814,SP,São Paulo,-23.48776758,-46.47966343
3813,SP,São Paulo,-23.48668358,-46.46746269
3883,SP,São Paulo,-23.50775787,-46.4823704
3882,SP,São Paulo,-23.51121359,-46.48566115
3828,SP,São Paulo,-23.47983631,-46.49486361
3889,SP,São Paulo,-23.51722381,-46.4763332
3819,SP,São Paulo,-23.49915923,-46.4975708
3816,SP,São Paulo,-23.48938576,-46.49049703
3827,SP,São Paulo,-23.4849488,-46.46811805
3893,SP,São Paulo,-23.51556895,-46.48428407
3806,SP,São Paulo,-23.49659069,-46.47814033
3878,SP,São Paulo,-23.51275835,-46.49408204
3877,SP,São Paulo,-23.51199192,-46.49208446
3823,SP,São Paulo,-23.48710697,-46.49404632
3881,SP,São Paulo,-23.51052853,-46.48777683
3892,SP,São Paulo,-23.51342994,-46.48702545
3894,SP,São Paulo,-23.51675636,-46.4817105
3886,SP,São Paulo,-23.51029803,-46.48096219
3895,SP,São Paulo,-23.51561001,-46.47927597
3875,SP,São Paulo,-23.51361395,-46.49693155
3890,SP,São Paulo,-23.51424539,-46.49629954
3888,SP,São Paulo,-23.50859925,-46.4798684
3870,SP,São Paulo,-23.50788432,-46.49183719
3871,SP,São Paulo,-23.50748255,-46.49055473
3876,SP,São Paulo,-23.51246361,-46.4951792
3831,SP,São Paulo,-23.58705153,-46.5803211
3840,SP,São Paulo,-23.60153821,-46.46167529
3982,SP,São Paulo,-23.61241698,-46.51530207
3949,SP,São Paulo,-23.6005151,-46.4842382
3977,SP,São Paulo,-23.61651687,-46.4948541
3923,SP,São Paulo,-23.59004392,-46.51003717
3916,SP,São Paulo,-23.59027726,-46.50624153
3976,SP,São Paulo,-23.61187194,-46.49648901
3942,SP,São Paulo,-23.59818849,-46.5004974
3973,SP,São Paulo,-23.61873952,-46.48205602
3920,SP,São Paulo,-23.59412897,-46.52107533
3962,SP,São Paulo,-23.609943,-46.4813605
3924,SP,São Paulo,-23.5961775,-46.51229925
3984,SP,São Paulo,-23.60711521,-46.51384694
3935,SP,São Paulo,-23.58591,-46.50358868
3948,SP,São Paulo,-23.59266105,-46.49055458
3972,SP,São Paulo,-23.61393475,-46.48327278
3979,SP,São Paulo,-23.61745183,-46.50774663
3910,SP,São Paulo,-23.5845232,-46.51460628
3968,SP,São Paulo,-23.60255038,-46.47329985
3981,SP,São Paulo,-23.61475189,-46.5174261
3966,SP,São Paulo,-23.59989132,-46.47589592
3964,SP,São Paulo,-23.59963996,-46.47370164
3952,SP,São Paulo,-23.5893817,-46.48391858
3946,SP,São Paulo,-23.5942995,-46.49197104
3911,SP,São Paulo,-23.58373386,-46.52036399
3931,SP,São Paulo,-23.57982226,-46.49443469
3929,SP,São Paulo,-23.60633207,-46.48880899
3934,SP,São Paulo,-23.58915082,-46.50240407
3937,SP,São Paulo,-23.58790063,-46.50182995
3967,SP,São Paulo,-23.59963515,-46.47251329
3930,SP,São Paulo,-23.58240278,-46.49511096
3928,SP,São Paulo,-23.60538548,-46.50188752
3986,SP,São Paulo,-23.606964,-46.52169144
3951,SP,São Paulo,-23.58353292,-46.48957476
3963,SP,São Paulo,-23.60932766,-46.48329014
3938,SP,São Paulo,-23.60080382,-46.50203816
3936,SP,São Paulo,-23.59030279,-46.49576886
3975,SP,São Paulo,-23.61005913,-46.49057362
3978,SP,São Paulo,-23.62071103,-46.50502035
3933,SP,São Paulo,-23.5834307,-46.50203424
3980,SP,São Paulo,-23.61662228,-46.51510657
3944,SP,São Paulo,-23.60024053,-46.49327195
3945,SP,São Paulo,-23.59990005,-46.49170207
3907,SP,São Paulo,-23.58760134,-46.50841212
3918,SP,São Paulo,-23.59220845,-46.52125287
3908,SP,São Paulo,-23.58359782,-46.50714769
3940,SP,São Paulo,-23.59245955,-46.49991955
3989,SP,São Paulo,-23.61284443,-46.47967173
3983,SP,São Paulo,-23.60732707,-46.50857706
3905,SP,São Paulo,-23.57966902,-46.51420548
3965,SP,São Paulo,-23.60215685,-46.47390783
3941,SP,São Paulo,-23.59578526,-46.49741245
3917,SP,São Paulo,-23.58775056,-46.52140119
3922,SP,São Paulo,-23.59518736,-46.51551445
3909,SP,São Paulo,-23.58494489,-46.51220406
3947,SP,São Paulo,-23.58838432,-46.4930992
3921,SP,São Paulo,-23.59566533,-46.51573156
3932,SP,São Paulo,-23.58202088,-46.49860952
3988,SP,São Paulo,-23.60336798,-46.5100232
3926,SP,São Paulo,-23.59875856,-46.49950222
3943,SP,São Paulo,-23.59907163,-46.49727626
3950,SP,São Paulo,-23.59441644,-46.47993416
3925,SP,São Paulo,-23.62430331,-46.68489858
3961,SP,São Paulo,-23.60212441,-46.48478928
3901,SP,São Paulo,-23.5801716,-46.5067062
3939,SP,São Paulo,-23.59872292,-46.50465048
3919,SP,São Paulo,-23.59148948,-46.52296324
3912,SP,São Paulo,-23.58457237,-46.52447004
3904,SP,São Paulo,-23.57776105,-46.51761863
3971,SP,São Paulo,-23.61502079,-46.47934166
3987,SP,São Paulo,-23.6009886,-46.51150608
3960,SP,São Paulo,-23.59808302,-46.48270994
3927,SP,São Paulo,-23.60029075,-46.49829102
3969,SP,São Paulo,-23.60774394,-46.48898592
3970,SP,São Paulo,-23.61336896,-46.48133889
3974,SP,São Paulo,-23.61926276,-46.4827811
3985,SP,São Paulo,-23.60480769,-46.51393545
3953,SP,São Paulo,-23.59434938,-46.48320139
3958,SP,São Paulo,-23.5958602,-46.48583445
3906,SP,São Paulo,-23.58193966,-46.51218151
3959,SP,São Paulo,-23.59262563,-46.48616927
4019,SP,São Paulo,-23.59080767,-46.64484531
4061,SP,São Paulo,-23.62563886,-46.64406154
4086,SP,São Paulo,-23.61573639,-46.66375045
4064,SP,São Paulo,-23.61980541,-46.64897385
4025,SP,São Paulo,-23.59748445,-46.64667977
4004,SP,São Paulo,-23.57165583,-46.64447688
4076,SP,São Paulo,-23.60478615,-46.65663831
4005,SP,São Paulo,-23.57847686,-46.65280484
4002,SP,São Paulo,-23.57316262,-46.65124528
4066,SP,São Paulo,-23.6103782,-46.64713223
4017,SP,São Paulo,-23.58877701,-46.63915126
4026,SP,São Paulo,-23.597586,-46.6479045
4006,SP,São Paulo,-23.57617769,-46.64666289
4047,SP,São Paulo,-23.61001704,-46.64364506
4079,SP,São Paulo,-23.6116962,-46.6542335
4037,SP,São Paulo,-23.59539017,-46.63789148
4016,SP,São Paulo,-23.58829561,-46.64411187
4042,SP,São Paulo,-23.6027075,-46.642644
4043,SP,São Paulo,-23.60408052,-46.62919278
4080,SP,São Paulo,-23.61037919,-46.66001922
4018,SP,São Paulo,-23.58844698,-46.63996441
4012,SP,São Paulo,-23.58181199,-46.64479191
4041,SP,São Paulo,-23.60143753,-46.64409292
4068,SP,São Paulo,-23.61942108,-46.64733439
4001,SP,São Paulo,-23.57230126,-46.6520002
4090,SP,São Paulo,-23.60970317,-46.66192238
4077,SP,São Paulo,-23.60773173,-46.65547065
4015,SP,São Paulo,-23.58705433,-46.64555835
4081,SP,São Paulo,-23.60780593,-46.66456329
4055,SP,São Paulo,-23.61710788,-46.64166179
4022,SP,São Paulo,-23.593023,-46.6465725
4011,SP,São Paulo,-23.57740399,-46.64165653
4014,SP,São Paulo,-23.58446917,-46.64312912
4088,SP,São Paulo,-23.60326608,-46.65882169
4007,SP,São Paulo,-23.57828271,-46.65102362
4020,SP,São Paulo,-23.59196604,-46.63789362
4045,SP,São Paulo,-23.61763891,-46.63898074
4023,SP,São Paulo,-23.59260141,-46.64220514
4010,SP,São Paulo,-23.58335776,-46.63790799
4084,SP,São Paulo,-23.61744915,-46.65815129
4040,SP,São Paulo,-23.59936558,-46.64609757
4065,SP,São Paulo,-23.61588232,-46.64429345
4038,SP,São Paulo,-23.59646742,-46.64910582
4030,SP,São Paulo,-23.59211135,-46.65515393
4060,SP,São Paulo,-23.62047272,-46.64490261
4009,SP,São Paulo,-23.5870425,-46.63573875
4021,SP,São Paulo,-23.59323136,-46.64137662
4070,SP,São Paulo,-23.62722184,-46.64420263
4071,SP,São Paulo,-23.62102309,-46.65453203
4048,SP,São Paulo,-23.80422979,-46.632021
4029,SP,São Paulo,-23.59478792,-46.65388631
4044,SP,São Paulo,-23.598747,-46.63842395
4003,SP,São Paulo,-23.57253894,-46.64620103
4078,SP,São Paulo,-23.60499279,-46.65977532
4013,SP,São Paulo,-23.5756337,-46.64381063
4051,SP,São Paulo,-23.60927597,-46.64448326
4082,SP,São Paulo,-23.61043462,-46.66333665
4089,SP,São Paulo,-23.60881483,-46.66250917
4054,SP,São Paulo,-23.61589493,-46.63983101
4052,SP,São Paulo,-23.6107069,-46.63994544
4028,SP,São Paulo,-23.60391858,-46.66274301
4039,SP,São Paulo,-23.59781342,-46.65027212
4067,SP,São Paulo,-23.61359111,-46.65310242
4059,SP,São Paulo,-23.61389914,-46.64590259
4072,SP,São Paulo,-23.62423358,-46.65350341
4085,SP,São Paulo,-23.61348197,-46.66475408
4094,SP,São Paulo,-23.58849,-46.65276
4083,SP,São Paulo,-23.61114481,-46.66417225
4024,SP,São Paulo,-23.6030004,-46.64456276
4053,SP,São Paulo,-23.61428486,-46.64251185
4087,SP,São Paulo,-23.60902619,-46.65965658
4008,SP,São Paulo,-23.58110694,-46.65149797
4058,SP,São Paulo,-23.61124304,-46.64579072
4050,SP,São Paulo,-23.6083805,-46.6419383
4027,SP,São Paulo,-23.60016316,-46.65248972
4063,SP,São Paulo,-23.60620473,-46.65334262
4046,SP,São Paulo,-23.60551885,-46.63714127
4035,SP,São Paulo,-23.59448658,-46.63659551
4062,SP,São Paulo,-23.6253113,-46.64544787
4057,SP,São Paulo,-23.6079177,-46.64731812
4049,SP,São Paulo,-23.60767202,-46.63885418
4031,SP,São Paulo,-23.5955183,-46.66219423
4032,SP,São Paulo,-23.59478451,-46.65781607
4074,SP,São Paulo,-23.61215219,-46.65700878
4069,SP,São Paulo,-23.62460829,-46.6414543
4075,SP,São Paulo,-23.60270528,-46.65748759
4036,SP,São Paulo,-23.59998,-46.63669098
4097,SP,São Paulo,-23.58122867,-46.65839819
4112,SP,São Paulo,-23.58742684,-46.62893071
4141,SP,São Paulo,-23.61041811,-46.63263308
4145,SP,São Paulo,-23.61565055,-46.63205088
4162,SP,São Paulo,-23.62662914,-46.60440845
4124,SP,São Paulo,-23.59850331,-46.62130619
4121,SP,São Paulo,-23.59663594,-46.62585139
4143,SP,São Paulo,-23.61620896,-46.63529648
4187,SP,São Paulo,-23.6493253,-46.59615174
4140,SP,São Paulo,-23.60590733,-46.6290811
4120,SP,São Paulo,-23.59557634,-46.63289267
4138,SP,São Paulo,-23.61368051,-46.633581
4119,SP,São Paulo,-23.60099507,-46.63496188
4104,SP,São Paulo,-23.5760385,-46.63869482
4122,SP,São Paulo,-23.60318722,-46.62096322
4166,SP,São Paulo,-23.64348821,-46.6055213
4190,SP,São Paulo,-23.65162089,-46.60351489
4111,SP,São Paulo,-23.58762728,-46.63199372
4142,SP,São Paulo,-23.61165419,-46.63258762
4154,SP,São Paulo,-23.62533942,-46.62021749
4109,SP,São Paulo,-23.57525436,-46.63231391
4116,SP,São Paulo,-23.5909583,-46.62989943
4149,SP,São Paulo,-23.61716988,-46.62448146
4159,SP,São Paulo,-23.62210027,-46.60723953
4137,SP,São Paulo,-23.61208173,-46.62318026
4155,SP,São Paulo,-23.63298563,-46.62612027
4195,SP,São Paulo,-23.65725018,-46.61075945
4148,SP,São Paulo,-23.61452445,-46.62512521
4135,SP,São Paulo,-23.61074277,-46.63021381
4152,SP,São Paulo,-23.62593103,-46.62189808
4127,SP,São Paulo,-23.60155557,-46.63235158
4128,SP,São Paulo,-23.60276548,-46.63530842
4134,SP,São Paulo,-23.60757355,-46.62252192
4130,SP,São Paulo,-23.60520201,-46.6184412
4177,SP,São Paulo,-23.643423,-46.608273
4176,SP,São Paulo,-23.63461396,-46.60225463
4110,SP,São Paulo,-23.584071,-46.63494746
4146,SP,São Paulo,-23.61760297,-46.63111179
4194,SP,São Paulo,-23.65447317,-46.61013118
4132,SP,São Paulo,-23.62367276,-46.6200315
4150,SP,São Paulo,-23.62020301,-46.62348766
4129,SP,São Paulo,-23.60033913,-46.62326008
4101,SP,São Paulo,-23.59269018,-46.62106099
4144,SP,São Paulo,-23.61782081,-46.63791917
4115,SP,São Paulo,-23.58994648,-46.62867111
4163,SP,São Paulo,-23.62937149,-46.61054841
4131,SP,São Paulo,-23.60567352,-46.61899024
4157,SP,São Paulo,-23.63162975,-46.61843754
4126,SP,São Paulo,-23.59833928,-46.62608918
4164,SP,São Paulo,-23.6234373,-46.60877366
4114,SP,São Paulo,-23.58578951,-46.62552217
4153,SP,São Paulo,-23.62666516,-46.62268102
4182,SP,São Paulo,-23.64206445,-46.60116086
4113,SP,São Paulo,-23.58453048,-46.62637175
4125,SP,São Paulo,-23.6004123,-46.6205417
4165,SP,São Paulo,-23.6252634,-46.60689444
4191,SP,São Paulo,-23.64607079,-46.60543288
4106,SP,São Paulo,-23.58020449,-46.62978342
4136,SP,São Paulo,-23.61194653,-46.62902036
4102,SP,São Paulo,-23.59272363,-46.63158444
4161,SP,São Paulo,-23.62636036,-46.61157854
4186,SP,São Paulo,-23.6528162,-46.59941027
4181,SP,São Paulo,-23.63854844,-46.60232018
4156,SP,São Paulo,-23.63029446,-46.62350029
4185,SP,São Paulo,-23.64441769,-46.58685999
4108,SP,São Paulo,-23.57786211,-46.62796282
4123,SP,São Paulo,-23.62329475,-46.62806929
4117,SP,São Paulo,-23.58902002,-46.6263859
4171,SP,São Paulo,-23.632236,-46.6151535
4107,SP,São Paulo,-23.57951811,-46.63467651
4160,SP,São Paulo,-23.62358155,-46.61056007
4105,SP,São Paulo,-23.57442886,-46.63225519
4170,SP,São Paulo,-23.6373705,-46.6117515
4193,SP,São Paulo,-23.64792057,-46.60845362
4173,SP,São Paulo,-23.63750226,-46.61022943
4167,SP,São Paulo,-23.63536246,-46.61871472
4133,SP,São Paulo,-23.63058688,-46.61784924
4118,SP,São Paulo,-23.59489233,-46.62922676
4147,SP,São Paulo,-23.62122796,-46.63148709
4184,SP,São Paulo,-23.64822257,-46.59868551
4139,SP,São Paulo,-23.60654058,-46.63285435
4180,SP,São Paulo,-23.63697817,-46.59734424
4158,SP,São Paulo,-23.62442819,-46.61599613
4103,SP,São Paulo,-23.57437415,-46.63417588
4174,SP,São Paulo,-23.6345755,-46.60830436
4169,SP,São Paulo,-23.65793608,-46.61598152
4183,SP,São Paulo,-23.64176821,-46.59622988
4151,SP,São Paulo,-23.62018961,-46.6254114
4168,SP,São Paulo,-23.6355963,-46.61817667
4213,SP,São Paulo,-23.59312205,-46.60717256
4251,SP,São Paulo,-23.62671847,-46.59748992
4250,SP,São Paulo,-23.61959448,-46.6000332
4205,SP,São Paulo,-23.58046,-46.60593
4225,SP,São Paulo,-23.6024478,-46.58881997
4260,SP,São Paulo,-23.58055137,-46.61310817
4256,SP,São Paulo,-23.63143841,-46.58678454
4247,SP,São Paulo,-23.61364434,-46.6007908
4235,SP,São Paulo,-23.60408639,-46.59498257
4214,SP,São Paulo,-23.60098413,-46.59881977
4210,SP,São Paulo,-23.58467244,-46.6063692
4244,SP,São Paulo,-23.62637239,-46.5912226
4218,SP,São Paulo,-23.60163257,-46.59544969
4201,SP,São Paulo,-23.57472455,-46.60590229
4243,SP,São Paulo,-23.626269,-46.58653448
4240,SP,São Paulo,-23.6206648,-46.58868171
4252,SP,São Paulo,-23.61671255,-46.59785021
4220,SP,São Paulo,-23.59963179,-46.5854467
4272,SP,São Paulo,-23.60913162,-46.61258745
4297,SP,São Paulo,-23.63139603,-46.60451838
4277,SP,São Paulo,-23.60027942,-46.61102015
4273,SP,São Paulo,-23.61205267,-46.60783467
4222,SP,São Paulo,-23.60221983,-46.58613387
4253,SP,São Paulo,-23.6130693,-46.5972301
4286,SP,São Paulo,-23.60623668,-46.60011032
4249,SP,São Paulo,-23.61717145,-46.60121211
4284,SP,São Paulo,-23.610035,-46.60072567
4209,SP,São Paulo,-23.58184294,-46.60117984
4293,SP,São Paulo,-23.62129821,-46.61707661
4269,SP,São Paulo,-23.59482856,-46.61231021
4207,SP,São Paulo,-23.58358016,-46.6032436
4288,SP,São Paulo,-23.61010868,-46.61224258
4257,SP,São Paulo,-23.63415643,-46.59401333
4202,SP,São Paulo,-23.5768166,-46.60426454
4276,SP,São Paulo,-23.60408998,-46.61372321
4221,SP,São Paulo,-23.59272354,-46.59516979
4262,SP,São Paulo,-23.59335711,-46.61018793
4204,SP,São Paulo,-23.58226255,-46.60585143
4241,SP,São Paulo,-23.62195652,-46.58950056
4217,SP,São Paulo,-23.59925439,-46.60260032
4206,SP,São Paulo,-23.57246657,-46.60558007
4231,SP,São Paulo,-23.60505299,-46.59670298
4278,SP,São Paulo,-23.60210459,-46.60860665
4264,SP,São Paulo,-23.58577655,-46.61234229
4285,SP,São Paulo,-23.61096526,-46.6024811
4258,SP,São Paulo,-23.63658677,-46.59041052
4279,SP,São Paulo,-23.59950658,-46.60601569
4281,SP,São Paulo,-23.60446416,-46.60905772
4211,SP,São Paulo,-23.5963409,-46.60747217
4274,SP,São Paulo,-23.58889707,-46.61466981
4261,SP,São Paulo,-23.58143271,-46.61172042
4292,SP,São Paulo,-23.6136128,-46.60935398
4294,SP,São Paulo,-23.624217,-46.60440246
4275,SP,São Paulo,-23.59375557,-46.61713462
4236,SP,São Paulo,-23.60934362,-46.59109952
4203,SP,São Paulo,-23.58506055,-46.60763074
4255,SP,São Paulo,-23.62358768,-46.59150604
4296,SP,São Paulo,-23.62185224,-46.60364828
4216,SP,São Paulo,-23.59726552,-46.60557211
4267,SP,São Paulo,-23.59951815,-46.61072417
4230,SP,São Paulo,-23.60184368,-46.60023441
4291,SP,São Paulo,-23.61829447,-46.61294063
4295,SP,São Paulo,-23.62074783,-46.60523627
4282,SP,São Paulo,-23.60884147,-46.60984215
4270,SP,São Paulo,-23.59108498,-46.61326278
4223,SP,São Paulo,-23.59978949,-46.58963423
4268,SP,São Paulo,-23.5949639,-46.60881371
4208,SP,São Paulo,-23.58461457,-46.60193215
4265,SP,São Paulo,-23.58667355,-46.6124232
4242,SP,São Paulo,-23.62481807,-46.58697141
4263,SP,São Paulo,-23.58062132,-46.61062138
4289,SP,São Paulo,-23.60793525,-46.61558766
4248,SP,São Paulo,-23.61411791,-46.600348
4280,SP,São Paulo,-23.6058804,-46.60668948
4271,SP,São Paulo,-23.58834203,-46.61354546
4215,SP,São Paulo,-23.59573428,-46.59839508
4290,SP,São Paulo,-23.6141523,-46.61656394
4283,SP,São Paulo,-23.61326906,-46.60529227
4232,SP,São Paulo,-23.6156949,-46.59347125
4246,SP,São Paulo,-23.61426886,-46.60103896
4212,SP,São Paulo,-23.59049264,-46.60450371
4224,SP,São Paulo,-23.59860985,-46.59578761
4298,SP,São Paulo,-23.62527243,-46.60048141
4254,SP,São Paulo,-23.62050896,-46.59230587
4266,SP,São Paulo,-23.59169439,-46.6082394
4233,SP,São Paulo,-23.60075605,-46.59648386
4287,SP,São Paulo,-23.60888783,-46.60621242
4229,SP,São Paulo,-23.60629658,-46.59298349
4239,SP,São Paulo,-23.62329422,-46.58301882
4377,SP,São Paulo,-23.65184049,-46.6498931
4369,SP,São Paulo,-23.6541889,-46.66223432
4372,SP,São Paulo,-23.6502285,-46.65698847
4324,SP,São Paulo,-23.65365275,-46.63635749
4344,SP,São Paulo,-23.63637885,-46.64459995
4311,SP,São Paulo,-23.63642901,-46.64092099
4328,SP,São Paulo,-23.66443895,-46.63522006
4346,SP,São Paulo,-23.64036523,-46.65212213
4350,SP,São Paulo,-23.6432029,-46.6538548
4348,SP,São Paulo,-23.64601486,-46.65027192
4307,SP,São Paulo,-23.62789422,-46.6424149
4356,SP,São Paulo,-23.63609773,-46.65986732
4379,SP,São Paulo,-23.65581143,-46.65843424
4370,SP,São Paulo,-23.65078412,-46.66116822
4363,SP,São Paulo,-23.64684593,-46.66605472
4366,SP,São Paulo,-23.68354916,-46.63434402
4306,SP,São Paulo,-23.62977799,-46.64021694
4302,SP,São Paulo,-23.62142634,-46.63737233
4337,SP,São Paulo,-23.66421978,-46.64701046
4305,SP,São Paulo,-23.62706497,-46.63218002
4332,SP,São Paulo,-23.66063427,-46.6491821
4362,SP,São Paulo,-23.64645317,-46.66995831
4343,SP,São Paulo,-23.63633439,-46.64885115
4364,SP,São Paulo,-23.65176009,-46.67056246
4340,SP,São Paulo,-23.66824668,-46.6437022
4358,SP,São Paulo,-23.63917344,-46.65507337
4321,SP,São Paulo,-23.64518278,-46.64275852
4323,SP,São Paulo,-23.65296391,-46.64062147
4327,SP,São Paulo,-23.66313791,-46.63263933
4317,SP,São Paulo,-23.63874234,-46.63180247
4360,SP,São Paulo,-23.64333584,-46.66315536
4361,SP,São Paulo,-23.64427885,-46.6630485
4304,SP,São Paulo,-23.62610138,-46.63196216
4331,SP,São Paulo,-23.65410705,-46.65027344
4342,SP,São Paulo,-23.63602167,-46.65068693
4357,SP,São Paulo,-23.63624225,-46.65387207
4326,SP,São Paulo,-23.65500276,-46.63588982
4339,SP,São Paulo,-23.66951163,-46.64047308
4359,SP,São Paulo,-23.64080867,-46.65513299
4313,SP,São Paulo,-23.63580378,-46.63803244
4387,SP,São Paulo,-23.66556688,-46.65126194
4367,SP,São Paulo,-23.65250285,-46.66809536
4347,SP,São Paulo,-23.64502698,-46.64622692
4303,SP,São Paulo,-23.62550734,-46.63794737
4310,SP,São Paulo,-23.63155991,-46.64258349
4383,SP,São Paulo,-23.65906929,-46.66117045
4330,SP,São Paulo,-23.65210903,-46.64727338
4325,SP,São Paulo,-23.66182581,-46.63774107
4374,SP,São Paulo,-23.65075406,-46.65502006
4349,SP,São Paulo,-23.64750993,-46.64190549
4365,SP,São Paulo,-23.66643641,-46.65554725
4334,SP,São Paulo,-23.66000772,-46.63944241
4309,SP,São Paulo,-23.65199369,-46.63747373
4301,SP,São Paulo,-23.52928081,-46.7170518
4385,SP,São Paulo,-23.66439699,-46.65869811
4384,SP,São Paulo,-23.66149865,-46.6602765
4382,SP,São Paulo,-23.6539336,-46.66380578
4355,SP,São Paulo,-23.63247153,-46.65856911
4368,SP,São Paulo,-23.65218521,-46.66549099
4316,SP,São Paulo,-23.6385291,-46.6345041
4376,SP,São Paulo,-23.65119089,-46.65814353
4312,SP,São Paulo,-23.63072809,-46.627754
4320,SP,São Paulo,-23.64798977,-46.63798076
4319,SP,São Paulo,-23.6474298,-46.63695439
4381,SP,São Paulo,-23.65339542,-46.66870379
4373,SP,São Paulo,-23.65550813,-46.66022397
4386,SP,São Paulo,-23.66187778,-46.65707556
4378,SP,São Paulo,-23.64624631,-46.66349869
4314,SP,São Paulo,-23.63509066,-46.63635373
4371,SP,São Paulo,-23.64703574,-46.65745737
4345,SP,São Paulo,-23.63680435,-46.64240121
